idDrink,strDrink,strDrinkAlternate,strTags,strVideo,strCategory,strIBA,strAlcoholic,strGlass,strInstructions,strInstructionsES,strInstructionsDE,strInstructionsFR,strInstructionsIT,strInstructionsZH-HANS,strInstructionsZH-HANT,strDrinkThumb,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strIngredient11,strIngredient12,strIngredient13,strIngredient14,strIngredient15,strMeasure1,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strMeasure10,strMeasure11,strMeasure12,strMeasure13,strMeasure14,strMeasure15,strImageSource,strImageAttribution,strCreativeCommonsConfirmed,dateModified
12688,Just a Moonmint,,,,Shake,,Non alcoholic,Highball Glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",,"Alle Zutaten in den Mixer geben - abdecken und bei mittlerer Geschwindigkeit schaumig schlagen, bis sie gut vermischt sind. In ein großes, 2 mittlere oder 3 kleine Gläser füllen und geniessen.",,"Mettere tutti gli ingredienti nella caraffa del frullatore - coprire e montare a velocità media fino a quando non sono ben amalgamati.Versare in un bicchiere alto, 2 medi o 3 piccoli e bere.",,,https://www.thecocktaildb.com/images/media/drink/znald61487604035.jpg,Milk,Chocolate syrup,Mint syrup,,,,,,,,,,,,,2 cups ,,,,,,,,,,,,,,,,,No,2/20/2017 15:20
11566,Jewel Of The Nile,,,,Ordinary Drink,,Alcoholic,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",,"In einem Mischglas, das halb mit Eiswürfeln gefüllt ist, alle Zutaten vermengen. Gut umrühren. In ein Cocktailglas abseihen.",,"In un mixing glass riempito a metà con cubetti di ghiaccio, unire tutti gli ingredienti. Filtrare in un bicchiere da cocktail. Mescolare bene.",,,https://www.thecocktaildb.com/images/media/drink/hx4nrb1504884947.jpg,Gin,Green Chartreuse,Yellow Chartreuse,,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,1/2 oz ,,,,,,,,,,,,,,,No,9/8/2017 16:35
11542,Jack Rose Cocktail,,Beach,,Ordinary Drink,,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",,"Alle Zutaten mit Eis schütteln, in ein Cocktailglas abseihen und servieren.",,"Shakerare tutti gli ingredienti con ghiaccio, filtrare in una coppetta da cocktail e servire.",,,https://www.thecocktaildb.com/images/media/drink/uuqqrv1439907068.jpg,Apple brandy,Grenadine,Lime,,,,,,,,,,,,,1 1/2 oz ,1 tsp ,Juice of 1/2 ,,,,,,,,,,,,,,,No,8/18/2015 15:11
16275,Jack's Vanilla Coke,,,,Other / Unknown,,Alcoholic,Old-fashioned glass,"After pouring in your ingredients, and adding 3-5 ice cubes, according to taste. Stir the drink with a stirrer to get the Vanilla off the bottom.",,"Nach dem Einfüllen der Zutaten und dem Hinzufügen von 3-5 Eiswürfeln je nach Geschmack, rühren Sie das Getränk mit einem Rührer um, um die Vanille vom Boden zu lösen.",,"Dopo aver versato gli ingredienti e aver aggiunto 3-5 cubetti di ghiaccio, a piacere.
Mescola la bevanda con un agitatore per eliminare la vaniglia dal fondo.",,,https://www.thecocktaildb.com/images/media/drink/kjnt7z1504793319.jpg,Ice,Tennessee whiskey,Vanilla extract,Coca-Cola,,,,,,,,,,,,5-Apr,2 oz ,1 tsp ,10-12 oz ,,,,,,,,,,,,,,No,9/7/2017 15:08
17203,Kir,,"IBA,ContemporaryClassic",,Ordinary Drink,,Alcoholic,Wine Glass,"Add the crème de cassis to the bottom of the glass, then top up with wine.",,Gib die Creme de Cassis auf den Boden des Glases und füge dann Wein hinzu.,,"Aggiungere la crème de cassis sul fondo del bicchiere, quindi rabboccare con il vino.",,,https://www.thecocktaildb.com/images/media/drink/apneom1504370294.jpg,Creme de Cassis,Champagne,,,,,,,,,,,,,,1 part ,5 parts ,,,,,,,,,,,,,,,,No,9/2/2017 17:38
12764,Karsk,,,,Ordinary Drink,,Alcoholic,Highball glass,"Put a copper coin in a coffe-cup and fill up with coffee until you no longer see the coin, then add alcohol until you see the coin. Norwegian speciality.",,"Legen Sie eine Kupfermünze in eine Kaffeetasse und füllen Sie sie mit Kaffee, bis Sie die Münze nicht mehr sehen, dann fügen Sie Alkohol hinzu, bis Sie die Münze wieder sehen. Norwegische Spezialität.",,"Metti una moneta di rame in una tazza da caffè e riempila di caffè finché non vedi più la moneta, quindi aggiungi l'alcol finché non vedi la moneta. Specialità norvegese.",,,https://www.thecocktaildb.com/images/media/drink/808mxk1487602471.jpg,Coffee,Grain alcohol,,,,,,,,,,,,,,1 part ,2 parts ,,,,,,,,,,,,,,,,No,2/20/2017 14:54
11600,Kamikaze,,"IBA,NewEra",,Ordinary Drink,New Era Drinks,Alcoholic,Cocktail glass,"Shake all ingredients together with ice. Strain into glass, garnish and serve.",,"Alle Zutaten zusammen mit Eis schütteln. In ein Glas abseihen, garnieren und servieren.",,"Shakerare tutti gli ingredienti insieme al ghiaccio.Filtrare nel bicchiere, guarnire e servire.",,,https://www.thecocktaildb.com/images/media/drink/d7ff7u1606855412.jpg,Vodka,Triple sec,Lime juice,,,,,,,,,,,,,1 oz ,1 oz ,1 oz ,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/File:Kamikaze-cocktail.jpg,Bevvy,Yes,9/2/2017 18:26
13837,Kir Royale,,,,Ordinary Drink,,Alcoholic,Champagne Flute,"Pour Creme de cassis in glass, gently pour champagne on top",,"Creme de Cassis in ein Glas geben, vorsichtig Champagner darüber gießen.",,"Versare la Creme de cassis nel bicchiere, versai sopra delicatamente lo champagne",,,https://www.thecocktaildb.com/images/media/drink/yt9i7n1504370388.jpg,Creme de Cassis,Champagne,,,,,,,,,,,,,,1 part ,5 parts ,,,,,,,,,,,,,,,,No,9/2/2017 17:39
14752,Kiwi Lemon,,,,Ordinary Drink,,Alcoholic,Highball glass,Mix in highball glass. Stirr. Garnish with slice of kiwi.,,Im Highball-Glas untermischen. Rühren. Mit einer Scheibe Kiwi garnieren.,,"Mescolare in un bicchiere highball.
Agitare.
Guarnire con una fetta di kiwi.",,,https://www.thecocktaildb.com/images/media/drink/tpupvr1478251697.jpg,Kiwi liqueur,Bitter lemon,Ice,,,,,,,,,,,,,1 part ,2 parts ,cubes,,,,,,,,,,,,,,,No,11/4/2016 9:28
14456,Kurant Tea,,,,Coffee / Tea,,Alcoholic,Champagne flute,"Pour Absolut Kurant into a comfortably big tea-cup. Add the not too hot(!) apple tea and, if you like, some sugar. Enjoy!",,"Geben Sie Absolut Kurant in eine bequeme, große Teetasse. Füge den nicht zu heißen(!) Apfeltee und, wenn du willst, etwas Zucker hinzu. Viel Spaß!",,"Versare Absolut Kurant in una tazza da tè comodamente grande.
Aggiungete il tè alla mela non troppo caldo (!) E, se vi piace, dello zucchero.
Godere!",,,https://www.thecocktaildb.com/images/media/drink/xrsrpr1441247464.jpg,Absolut Kurant,Tea,Sugar,,,,,,,,,,,,,4 cl ,Turkish apple ," (if needed)
",,,,,,,,,,,,,,,No,9/3/2015 3:31
16951,Kioki Coffee,,,,Coffee / Tea,,Alcoholic,Coffee mug,Stir. Add whipped cream to the top.,,Rühren. Die geschlagene Sahne dazugeben.,,Versare tutti gli ingredienti nel bicchiere. Aggiungere la panna montata in cima. Agitare.,,,https://www.thecocktaildb.com/images/media/drink/uppqty1441247374.jpg,Kahlua,Brandy,Coffee,,,,,,,,,,,,,1 oz ,1/2 oz ,,,,,,,,,,,,,,,,No,9/3/2015 3:29
178359,Kiwi Martini,,"Green, Sharp",,Cocktail,,Alcoholic,Cocktail glass,"The kiwi martini is a very fun vodka cocktail and it is one of the best drinks that makes use of fresh fruit. Though there are a few recipes floating around, this is one of the easiest and it is an absolutely delightful green martini to drink.

For this recipe, you'll simply muddle slices of kiwi with simple syrup, then shake it with vodka. It's a drink that anyone can mix up in minutes and a perfect cocktail to show off your favorite vodka.",,,,,,,https://www.thecocktaildb.com/images/media/drink/bmxmyq1630407098.jpg,Kiwi,Sugar Syrup,Vodka,Kiwi,,,,,,,,,,,,2-Jan,1 tsp,1 1/2 oz,Garnish with,,,,,,,,,,,,https://www.instagram.com/p/CPbleOTsANf,,No,
15026,Kiss me Quick,,,,Ordinary Drink,,Alcoholic,Highball glass,mix in the glass,,Im Glas mischen.,,"Versare tutti gli ingredienti in un bicchiere, mescola bene.",,,https://www.thecocktaildb.com/images/media/drink/m7iaxu1504885119.jpg,Cranberry vodka,Apfelkorn,Schweppes Russchian,Apple juice,Ice,,,,,,,,,,,4 cl ,2 cl ,7 cl ,8 cl ,cubes,,,,,,,,,,,,,No,9/8/2017 16:38
13190,Kool-Aid Shot,,,,Shot,,Alcoholic,Old-fashioned glass,Pour into a large glass with ice and stir. Add a little cranberry juice to taste.,,In ein großes Glas mit Eis gießen und umrühren. Nach Belieben etwas Preiselbeersaft hinzufügen.,,"Versare in un bicchiere grande con ghiaccio e mescolare.
Aggiungere un po 'di succo di mirtillo rosso a piacere.",,,https://www.thecocktaildb.com/images/media/drink/fegm621503564966.jpg,Vodka,Amaretto,Sloe gin,Triple sec,Cranberry juice,,,,,,,,,,,1 shot ,1 shot ,1 shot ,1 shot ,,,,,,,,,,,,,,No,8/24/2017 9:56
17006,Kool First Aid,,,,Shot,,Alcoholic,Shot glass,"Add Kool Aid to a double shot glass, and top with rum. Slam and shoot.",,Geben Sie Kool Aid in ein Doppelschnapsglas und füllen Sie es mit Rum. Knall und Schuss.,,"Aggiungi Kool-Aid, successivamente aggiungi il rum.",,,https://www.thecocktaildb.com/images/media/drink/hfp6sv1503564824.jpg,151 proof rum,Kool-Aid,,,,,,,,,,,,,,2 oz light ,1/2 tsp Tropical ,,,,,,,,,,,,,,,,No,8/24/2017 9:53
11602,Kentucky B And B,,,,Ordinary Drink,,Alcoholic,Brandy snifter,Pour the bourbon and Benedictine into a brandy snifter.,,Den Bourbon und den Benediktiner in ein Brandyglas geben.,,Versare il bourbon e il benedettino in un bicchierino di brandy.,,,https://www.thecocktaildb.com/images/media/drink/sqxsxp1478820236.jpg,Bourbon,Benedictine,,,,,,,,,,,,,,2 oz ,1/2 oz ,,,,,,,,,,,,,,,,No,11/10/2016 23:23
11604,Kentucky Colonel,,,,Ordinary Drink,,Alcoholic,Cocktail glass,In a shaker half-filled with ice cubes combine the courbon and Benedictine. Shake and strain into a cocktail glass. Garnish with the lemon twist.,,"In einem Shaker, der halb mit Eiswürfeln gefüllt ist, den Bourbon und den Benediktiner vermengen. Schütteln und in ein Cocktailglas abseihen. Mit der Zitronenscheibe garnieren.",,In uno shaker riempito a metà con cubetti di ghiaccio unire il courbon e il benedettino.Shakerare e filtrare in una coppetta da cocktail. Guarnire con la scorza di limone.,,,https://www.thecocktaildb.com/images/media/drink/utqwpu1478820348.jpg,Bourbon,Benedictine,Lemon peel,,,,,,,,,,,,,3 oz ,1/2 oz ,1 twist of ,,,,,,,,,,,,,,,No,11/10/2016 23:25
14446,Kool-Aid Slammer,,,,Shot,,Alcoholic,Shot glass,"Fill half the shot glass with the kool-aid first. Then put a paper towel over the top of the glass and slowly pour in the vodka. If you do it right, you should be able to see that the two liquids are separated, with the vodka on top. Now slam it! The last thing you'll taste is the kool-aid.",,"Füllen Sie zuerst die Hälfte des Schnapsglases mit dem Kool-Aid. Dann legen Sie ein Papiertuch über das Glas und gießen Sie den Wodka langsam ein. Wenn du es richtig machst, solltest du sehen können, dass die beiden Flüssigkeiten getrennt sind, mit dem Wodka oben drauf. Jetzt knall es rein! Das Letzte, was du schmecken wirst, ist das Kool-Aid.",,"Riempi prima metà del bicchierino con il kool-aid.
Quindi mettere un tovagliolo di carta sulla parte superiore del bicchiere e versare lentamente la vodka.
Se lo fai bene, dovresti essere in grado di vedere che i due liquidi sono separati, con la vodka sopra.
Ora sbattilo! L'ultima cosa che assaggerai è il kool-aid.",,,https://www.thecocktaildb.com/images/media/drink/kugu2m1504735473.jpg,Kool-Aid,Vodka,,,,,,,,,,,,,,1/2 oz Grape ,1/2 oz ,,,,,,,,,,,,,,,,No,9/6/2017 23:04
12714,Kiwi Papaya Smoothie,,,,Other / Unknown,,Non alcoholic,Highball Glass,Throw everything into a blender and liquify.,,Alles in einen Mixer geben und aufschlagen.,,Getta tutto in un frullatore e liquida.,,,https://www.thecocktaildb.com/images/media/drink/jogv4w1487603571.jpg,Kiwi,Papaya,,,,,,,,,,,,,,3,2-Jan,,,,,,,,,,,,,,,,No,2/20/2017 15:12
12720,Kill the cold Smoothie,,,,Other / Unknown,,Non alcoholic,Highball glass,Juice ginger and lemon and add it to hot water. You may add cardomom.,,Ingwer und Zitrone entsaften und in heißes Wasser geben. Du kannst Cardomom hinzufügen.,,Spremere lo zenzero e il limone e aggiungerlo all'acqua calda.Puoi aggiungere il cardamomo.,,,https://www.thecocktaildb.com/images/media/drink/7j1z2e1487603414.jpg,Ginger,Lemon,Water,,,,,,,,,,,,,1 inch ,4-Jan,1 cup hot ,,,,,,,,,,,,,,,No,2/20/2017 15:10
12704,Limeade,,,,Other / Unknown,,Non alcoholic,Highball glass,"In a large glass, put the lime juice and sugar, and stir well. Add cold seltzer water to fill. Put the lime peels in the glass. Drink. Repeat until limes or soda run out.",,"In einem großen Glas Limettensaft und Zucker anrühren. Füge kaltes Selterswasser zum Befüllen hinzu. Die Limettenschalen in das Glas geben. Trink. Wiederholen Sie dies, bis Limetten oder Soda aufgebraucht sind.",,In un bicchiere grande mettere il succo di lime e lo zucchero e mescolare bene. Aggiungere acqua fredda di seltz per riempire. Ripeti finché i lime o la soda non si esauriscono. Mettere le bucce di lime nel bicchiere.,,,https://www.thecocktaildb.com/images/media/drink/5jdp5r1487603680.jpg,Lime,Sugar,Soda water,Lime peel,,,,,,,,,,,,Juice of 1 ,1 tblsp ," (seltzer water)
",,,,,,,,,,,,,,,No,2/20/2017 15:14
14378,Lunch Box,,,,Beer,,Alcoholic,Pint glass,Fill a pint glass almost full with beer. Then fill the rest with orange juice (careful not to fill it to the top). Then take the shot of Amaretto and drop it in.,,"Füllen Sie ein Pintglas fast voll mit Bier. Dann den Rest mit Orangensaft füllen (darauf achten, ihn nicht nach oben zu füllen). Dann nimm den Schuss Amaretto und lass ihn rein.",,"Riempi un bicchiere da mezzo litro quasi pieno di birra.
Quindi riempire il resto con succo d'arancia (attenzione a non riempirlo fino in cima).
In un bicchiere da shot versaci l'Amaretto, infine versare lo shot sul mix fatto in precedenza.",,,https://www.thecocktaildb.com/images/media/drink/qywpvt1454512546.jpg,Beer,Amaretto,Orange juice,,,,,,,,,,,,,3/4 bottle ,1 shot ,1 oz ,,,,,,,,,,,,,,,No,2/3/2016 15:15
14366,Lemon Drop,,"IBA,NewEra",,Cocktail,,Alcoholic,Cocktail glass,Shake and strain into a chilled cocktail glass rimmed with sugar.,,Schütteln und abseihen in ein gekühltes Cocktailglas mit Zuckerrand.,,Shakerare e filtrare in un bicchiere da cocktail ghiacciato bordato di zucchero.,,,https://www.thecocktaildb.com/images/media/drink/mtpxgk1504373297.jpg,Vodka,Cointreau,Lemon,,,,,,,,,,,,,1 1/2 shot ,1 1/2 shot ,Juice of 1 wedge ,,,,,,,,,,,,,,,No,9/2/2017 18:28
12752,Lemon Shot,,,,Shot,,Alcoholic,Shot glass,"Mix Galliano and Absolut Citron in a shot glass, lay lemon wedge sprinkled with sugar over glass and pour a rum over wedge and glass. light rum with a lighter and let burn for a second. Do shot quickly and suck on lemon. If it is done correctly, this will taste like a shot of sweet lemonade.",,"Galliano und Absolut Citron in einem Schnapsglas mischen, Zitronenkeil mit Zucker bestreut über Glas legen und Rum über Keil und Glas gießen. Light Rum mit einem Feuerzeug für eine Sekunde brennen lassen. Trinken Sie schnell und saugen Sie an der Zitrone. Wenn es richtig gemacht wird, schmeckt es wie ein Schuss süße Limonade.",,Unisci la vodka e il succo di limone in un bicchierino. Cospargere sopra 1/2 cucchiaino di zucchero. Mettere 2 cucchiaini di zucchero in un piattino; immergere gli spicchi di limone nello zucchero. Succhia un limone zuccherato dopo aver bevuto lo shot.,,,https://www.thecocktaildb.com/images/media/drink/mx31hv1487602979.jpg,Galliano,Absolut Citron,Lemon,Sugar,151 proof rum,,,,,,,,,,,1/2 oz ,1/2 oz ," wedge
",Bacardi ,,,,,,,,,,,,,,No,2/20/2017 15:02
13196,Long vodka,,,,Ordinary Drink,,Alcoholic,Highball glass,"Shake a tall glass with ice cubes and Angostura, coating the inside of the glass. Por the vodka onto this, add 1 slice of lime and squeeze juice out of remainder, mix with tonic, stir and voila you have a Long Vodka",,"Schütteln Sie ein hohes Glas mit Eiswürfeln und Angostura und beschichten Sie so die Innenseite des Glases. Den Wodka darüber gießen, 1 Scheibe Limette hinzufügen und den Saft aus dem Rest herausquetschen, mit Tonic mischen, umrühren und voila, Sie haben einen langen Wodka.",,"Agitare un bicchiere alto con cubetti di ghiaccio e angostura, ricoprendo l'interno del bicchiere.
Versare la vodka su questo, aggiungere 1 fetta di lime e spremere il succo dal resto, mescolare con il tonico, mescolare e voilà hai una Long Vodka",,,https://www.thecocktaildb.com/images/media/drink/9179i01503565212.jpg,Vodka,Lime,Angostura bitters,Tonic water,Ice,,,,,,,,,,,5 cl ,2-Jan,4 dashes ,1 dl Schweppes ,4,,,,,,,,,,,,,No,8/24/2017 10:00
12692,Lassi Khara,,,,Other / Unknown,,Non alcoholic,Highball Glass,Blend (frappe) in blender until frothy. Add torn curry leaves and serve cold.,,Im Mixer zu einem schaumigen Ganzen verrühren (Frappe). Zerrissene Curryblätter hinzufügen und kalt servieren.,,Frullare (frappe) nel frullatore fino a ottenere un composto spumoso.Aggiungere le foglie di curry strappate e servire freddo.,,,https://www.thecocktaildb.com/images/media/drink/m1suzm1487603970.jpg,Yoghurt,Water,Salt,Asafoetida,,,,,,,,,,,,1 cup ,2 cups cold ,1 tsp ,1 pinch ,,,,,,,,,,,,,,No,2/20/2017 15:19
12694,Lassi Raita,,,,Other / Unknown,,Non alcoholic,Highball Glass,"Blend the yoghurt and ice cubes together, until the yoghurt becomes more liquid. Add sugar to taste. The lemon/lime is optional but it gives it a slightly tart taste. Dash of salt. Raita is also good for the summer. Instead of having a traditional salad you can make raita instead.",,"Joghurt und Eiswürfel zusammen mischen, bis der Joghurt flüssiger wird. Nach Belieben Zucker hinzufügen. Die Zitrone / Limette ist optional, verleiht ihr aber einen leicht herberen Geschmack. Eine Prise Salz. Raita ist auch gut für den Sommer. Anstatt einen traditionellen Salat zu essen, können Sie stattdessen Raita machen.",,"Frullate insieme lo yogurt e i cubetti di ghiaccio, finché lo yogurt non diventa più liquido. Aggiungere lo zucchero a piacere. Il limone / lime è facoltativo ma gli conferisce un sapore leggermente aspro. Pizzico di sale.Invece di avere un'insalata tradizionale puoi invece preparare la raita. Raita va bene anche per l'estate. ",,,https://www.thecocktaildb.com/images/media/drink/s4x0qj1487603933.jpg,Yoghurt,Ice,Sugar,Lime,Salt,,,,,,,,,,,2 cups ,6-Apr,,,,,,,,,,,,,,,,No,2/20/2017 15:18
12702,Lemouroudji,,,,Other / Unknown,,Non alcoholic,Highball Glass,"Juice the lemons. Peel and grate the ginger. Place the grated ginger and a liberal dash of the cayenne pepper into a piece of cheesecloth, and tie it into a knot. Let soak in the water. After 15 minutes or so, add the sugar, and the lemon juice. Chill, and serve.",,Die Zitronen entsaften. Den Ingwer schälen und raspeln. Den geriebenen Ingwer und einen kräftigen Spritzer Cayennepfeffer in ein Stück Seihtuch geben und zu einem Knoten binden. Im Wasser einweichen lassen. Nach etwa 15 Minuten den Zucker und den Zitronensaft hinzufügen. Abkühlen lassen und servieren.,,"Mettere lo zenzero grattugiato spolverato di pepe di Caienna in un pezzo di garza, annodalo e lascia che lo zenzero e il pepe di Caienna infondano l'acqua in modo che l'acqua assuma sapore (circa 15 minuti).
Aggiungere lo zucchero e il succo di limone e mescolare bene.
Raffredda e servi freddo. (Puoi lasciare fuori il pepe di Caienna se lo desideri). Metti in frigo, aggiusta lo zucchero se necessario e servi.",,,https://www.thecocktaildb.com/images/media/drink/eirmo71487603745.jpg,Ginger,Water,Lemon,Sugar,Cayenne pepper,,,,,,,,,,,2 pieces ,1 gal ,1 lb ,1 cup ,ground ,,,,,,,,,,,,,No,2/20/2017 15:15
11658,Loch Lomond,,,,Ordinary Drink,,Alcoholic,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine the Scotch, Drambuie, and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",,"In einem Mischglas, das halb mit Eiswürfeln gefüllt ist, Scotch, Drambuie und Wermut kombinieren. Gut umrühren. In ein Cocktailglas abseihen. Mit der Zitronenscheibe garnieren.",,"In un mixing glass riempito a metà con cubetti di ghiaccio, unire lo scotch, il drambuie e il vermouth. Filtrare in un bicchiere da cocktail. Guarnire con la scorza di limone. Mescolare bene.",,,https://www.thecocktaildb.com/images/media/drink/rpvtpr1468923881.jpg,Scotch,Drambuie,Dry Vermouth,Lemon peel,,,,,,,,,,,,2 oz ,1/2 oz ,1/2 oz ,1 twist of ,,,,,,,,,,,,,,No,7/19/2016 11:24
11662,London Town,,,,Ordinary Drink,,Alcoholic,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",,"In einem Mischglas, das halb mit Eiswürfeln gefüllt ist, alle Zutaten vermengen. Gut umrühren. In ein Cocktailglas abseihen.",,"In un mixing glass riempito a metà con cubetti di ghiaccio, unire tutti gli ingredienti. Filtrare in un bicchiere da cocktail. Mescolare bene. ",,,https://www.thecocktaildb.com/images/media/drink/rpsrqv1468923507.jpg,Gin,Maraschino liqueur,Orange bitters,,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,2 dashes ,,,,,,,,,,,,,,,No,7/19/2016 11:18
12698,Lassi - Mango,,,,Other / Unknown,,Non alcoholic,Highball glass,Put it all in a blender and pour over crushed ice. You can also use other fruits like strawberries and bananas.,,Alles in einen Mixer geben und über das zerstoßene Eis gießen. Du kannst auch andere Früchte wie Erdbeeren und Bananen verwenden.,,Mettete il tutto in un frullatore e versateci sopra del ghiaccio tritato.Puoi anche usare altri frutti come fragole e banane.,,,https://www.thecocktaildb.com/images/media/drink/1bw6sd1487603816.jpg,Mango,Yoghurt,Sugar,Water,,,,,,,,,,,,2,2 cups ,1/2 cup ,1 cup iced ,,,,,,,,,,,,,,No,2/20/2017 15:16
12696,Lassi - Sweet,,,,Other / Unknown,,Non alcoholic,Highball glass,Put all ingredients into a blender and blend until nice and frothy. Serve chilled.,,Alle Zutaten in einen Mixer geben und schaumig rühren. Kühl servieren.,,Metti tutti gli ingredienti in un frullatore e frulla fino a ottenere un composto omogeneo e spumoso. Servire freddo.,,,https://www.thecocktaildb.com/images/media/drink/9jeifz1487603885.jpg,Yoghurt,Water,Sugar,Salt,Lemon juice,,,,,,,,,,,1 cup ,2 cups cold ,4 tblsp ,pinch ,2 tblsp ,,,,,,,,,,,,,No,2/20/2017 15:18
15086,Limona Corona,,,,Beer,,Alcoholic,Beer Glass,"Open the Corona. Fill the empty space in the neck in the bottle with the rum. The bottle should be filled to the top. Plug the bottle with your thumb or the palm of your hand. Turn the bottle upside-down so the rum and beer mix. Turn the bottle rightside-up, unplug, and drink.",,"Öffne die Corona. Füllen Sie den leeren Platz im Hals in der Flasche mit dem Rum. Die Flasche sollte bis zum Anschlag gefüllt werden. Die Flasche mit dem Daumen oder der Handfläche verschließen. Drehen Sie die Flasche auf den Kopf, damit sich Rum und Bier vermischen. Drehen Sie die Flasche nach oben, ziehen Sie den Daumen heraus und trinken Sie.",,"Apri la Corona.
Riempi lo spazio vuoto nel collo della bottiglia con il rum.
La bottiglia dovrebbe essere riempita fino in fondo.
Copri la bottiglia con il pollice o il palmo della mano.
Capovolgi la bottiglia in modo che rum e birra si mescolino.
Capovolgi la bottiglia, drink pronto",,,https://www.thecocktaildb.com/images/media/drink/wwqrsw1441248662.jpg,Corona,Bacardi Limon,,,,,,,,,,,,,,1 bottle ,1 oz ,,,,,,,,,,,,,,,,No,9/3/2015 3:51
11670,Lord And Lady,,,,Ordinary Drink,,Alcoholic,Old-fashioned glass,Pour the rum and Tia Maria into an old-fashioned glass almost filled with ice cubes. Stir well.,,"Den Rum und Tia Maria in ein old-fashioned Glas gießen, das fast mit Eiswürfeln gefüllt ist. Gut umrühren.",,Versare il rum e Tia Maria in un bicchiere vecchio stile quasi pieno di cubetti di ghiaccio. Mescolare bene.,,,https://www.thecocktaildb.com/images/media/drink/quwrys1468923219.jpg,Dark rum,Tia maria,,,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,,,,,,,,,,,,,,,,No,7/19/2016 11:13
11634,Lady Love Fizz,,,,Ordinary Drink,,Alcoholic,Cocktail glass,"Shake all ingredients (except carbonated water) with ice and strain into a cocktail glass over two ice cubes. Fill with carbonated water, stir, and serve.",,,,"Shakerare tutti gli ingredienti (tranne l'acqua gassata) con ghiaccio e filtrare in un bicchiere da cocktail su due cubetti di ghiaccio. Riempite con acqua gassata, mescolate e servite.",,,https://www.thecocktaildb.com/images/media/drink/20d63k1504885263.jpg,Gin,Light cream,Powdered sugar,Lemon,Egg white,Carbonated water,,,,,,,,,,2 oz ,2 tsp ,1 tsp ,Juice of 1/2,1,,,,,,,,,,,,,No,9/8/2017 16:41
11002,Long Island Tea,,"Strong,Asia,StrongFlavor,Brunch,Vegetarian,Sour",,Ordinary Drink,,Alcoholic,Highball glass,Combine all ingredients (except cola) and pour over ice in a highball glass. Add the splash of cola for color. Decorate with a slice of lemon and serve.,,"Alle Zutaten (außer Cola) mischen und in einem Highball-Glas über Eis gießen. Füge einen Spritzer Cola hinzu, um Farbe zu erhalten. Mit einer Scheibe Zitrone dekorieren und servieren.",,Unisci tutti gli ingredienti (tranne la cola) e versa il ghiaccio in un bicchiere highball. Aggiungi la spruzzata di cola per il colore. Decorare con una fetta di limone e servire.,,,https://www.thecocktaildb.com/images/media/drink/nkwr4c1606770558.jpg,Vodka,Light rum,Gin,Tequila,Lemon,Coca-Cola,,,,,,,,,,1/2 oz ,1/2 oz ,1/2 oz ,1/2 oz ,Juice of 1/2 ,1 splash ,,,,,,,,,,https://pxhere.com/en/photo/1593200,Irina Prokopenko https://pxhere.com/en/photographer/999895,Yes,8/18/2015 14:54
11666,Lone Tree Cooler,,,,Ordinary Drink,,Alcoholic,Collins glass,"Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice, add gin and vermouth, and stir. Fill with carbonated water and stir again. Add the twist of lemon peel and the orange spiral so that the end dangles over rim of glass.",,"Puderzucker und 2 oz. kohlensäurehaltiges Wasser in einem Collins-Glas verrühren. Das Glas mit Eis füllen, Gin und Wermut hinzufügen und umrühren. Mit kohlensäurehaltigem Wasser auffüllen und erneut umrühren. Fügen Sie die Zitronen- und die Orangenspirale hinzu, so dass das Ende über den Glasrand baumelt.",,"Mescolare lo zucchero a velo 56g e mescola con con acqua gassata. Riempi il bicchiere di ghiaccio, aggiungi gin e vermouth e mescola. Riempi con acqua gassata e mescola di nuovo. Aggiungere la scorza di limone e la spirale d'arancia in modo che l'estremità penda sul bordo del vetro.",,,https://www.thecocktaildb.com/images/media/drink/wsyqry1479298485.jpg,Carbonated water,Gin,Dry Vermouth,Powdered sugar,Orange spiral,Lemon peel,,,,,,,,,,,,,,,,,,,,,,,,,,,No,11/16/2016 12:14
