Drink_ID,Drink_Name,Drink_Tags,Category,Alcoholic,Glass_Type,Instructions,CreativeCommons,Date_Modified
11009,Moscow Mule,"IBA,ContemporaryClassic",Punch / Party Drink,Alcoholic,Copper Mug,Combine vodka and ginger beer in a highball glass filled with ice. Add lime juice. Stir gently. Garnish.,Yes,2017-09-02 17:49:48
12988,Mulled Wine,Christmas,Punch / Party Drink,Alcoholic,Collins Glass,"Simmer 3 cups water with, sugar, cloves, cinnamon sticks, and lemon peel in a stainless steel pot for 10 minutes. Add wine heat to a ""coffee temperature"" (DO NOT BOIL) then add the brandy.",No,2017-09-06 23:08:44
12774,Masala Chai,,Coffee / Tea,Non alcoholic,Coffee Mug,Bring 2 cups of water to boil. Add all the ingredients and boil again for about 15 seconds. Let stand for a minute. Warm milk in a pot. Filter tea into cups. Add milk and sugar. That's IT.,No,2015-09-03 03:13:04
178315,Munich Mule,German,Cocktail,Alcoholic,Highball glass,"Fill glass with ice
Pour Gin and Lime Juice
Fill glass with Ginger Beer
Garnish with Cucumer and Lime slice",Yes,
14209,Mocha-Berry,,Coffee / Tea,Alcoholic,Irish coffee cup,"pour 6 oz. of coffee in a mug or Irish coffee cup. add coca mix and chambord, mix well and top off with whipped cream.",No,2015-09-03 03:14:08
178358,Mango Mojito,Fruity,Cocktail,Alcoholic,Jar,"Squeeze the juice from 1½ limes and blend with the mango to give a smooth purée.
Cut the rest of the limes into quarters, and then cut each wedge in half again. Put 2 pieces of lime in a highball glass for each person and add 1 teaspoon of caster sugar and 5-6 mint leaves to each glass. Squish everything together with a muddler or the end of a rolling pin to release all the flavours from the lime and mint.
Divide the mango purée between the glasses and add 30ml white rum and a handful of crushed ice to each one, stirring well to mix everything together. Top up with soda water to serve and garnish with extra mint, if you like.",No,
15841,Mojito Extra,,Cocktail,Alcoholic,Collins glass,"Put mint with lemon juice in a glas, mash the mint with a spoon, ice, rum & fill up with club soda. Top it with Angostura.",No,2016-11-04 09:24:43
17189,Monkey Gland,"IBA,Classic",Ordinary Drink,Alcoholic,Cocktail glass,"Shake well over ice cubes in a shaker, strain into a chilled cocktail glass.",No,2017-09-02 12:11:31
14842,Midnight Mint,,Cocktail,Alcoholic,Cocktail glass,"If available, rim cocktail (Martini) glass with sugar syrup then dip into chocolate flakes or powder. Add ingredients into shaker with ice. Shake well then strain into cocktail glass.",No,2015-09-02 16:38:30
17188,Mary Pickford,"IBA,Classic",Cocktail,Alcoholic,Cocktail glass,Shake and strain into a chilled large cocktail glass,No,2017-09-02 12:09:17
11798,Monkey Wrench,,Ordinary Drink,Alcoholic,Old-fashioned glass,Pour all of the ingredients into an old-fashioned glass almost filled with ice cubes. Stir well.,Yes,2017-09-02 12:55:14
11003,Negroni,"IBA,Classic",Ordinary Drink,Alcoholic,Old-fashioned glass,"Stir into glass over ice, garnish and serve.",Yes,2015-08-18 15:12:07
11844,New York Sour,,Ordinary Drink,Alcoholic,Whiskey sour glass,"Shake blended whiskey, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Float claret on top. Decorate with the half-slice of lemon and the cherry and serve.",No,2017-09-08 15:59:55
13861,Nutty Irishman,,Shake,Alcoholic,Highball Glass,Serve over ice,No,2015-09-03 03:40:14
13192,National Aquarium,,Ordinary Drink,Alcoholic,Collins Glass,Pour all ingredients into a shaker of ice. Shake well. Serve on the rocks.,No,2017-08-24 09:57:01
13204,New York Lemonade,,Cocktail,Alcoholic,Cocktail glass,Serve in a chilled cocktail glass. Lemon and sugar the rim. Stir and Strain.,No,2017-08-24 10:04:33
12746,Nuked Hot Chocolate,,Cocoa,Non alcoholic,Coffee mug,"Mix with a bit of milk (1 oz or so) in coffee mug. Nuke mug for about 30-50 seconds. Stir until the heated cocoa dissolves. Fill mug with milk. Nuke for 1-2 minutes, depending on wattage and preferences as to burnt mouth parts.",No,2017-02-20 15:05:43
11872,Orgasm,,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a chilled cocktail glass, and serve.",No,2017-09-08 16:55:14
17827,Old Pal,,Cocktail,Alcoholic,Nick and Nora Glass,"Chill cocktail glass. Add ingredients to a mixing glass, and fill 2/3 full with ice. Stir about 20 seconds. Empty cocktail glass and strain into the glass. Garnish with a twist of lemon peel.",No,2018-03-22 23:23:30
178371,Old Cuban,,Cocktail,Alcoholic,Cocktail glass,"Shake a handful of mint, 2oz white rum, 1oz of sugar syrup, 1oz lime juice and 2 dashes angostura bitters with ice. Double strain into a glass and top with 2oz of prosecco.",No,
12618,Orangeade,,Cocktail,Non alcoholic,Highball glass,"Place some ice cubes in a large tumbler or highball glass, add lemon juice, orange juice, sugar syrup, and stir well. Top up with cold soda water, serve with a drinking straw.",No,2015-09-02 05:22:12
16995,Orange Whip,,Other / Unknown,Alcoholic,Collins Glass,Pour ingredients over ice and stir.,No,2016-02-03 15:52:39
15330,Orange Crush,,Shot,Alcoholic,Shot glass,Add all ingredients to tumbler-Pour as shot,No,2017-09-08 16:52:06
11870,Orange Oasis,,Ordinary Drink,Alcoholic,Highball glass,"Shake brandy, gin, and orange juice with ice and strain into a highball glass over ice cubes. Fill with ginger ale, stir, and serve.",Yes,2015-09-02 05:25:23
11001,Old Fashioned,"IBA,Classic,Alcoholic,Expensive,Savory",Cocktail,Alcoholic,Old-fashioned glass,"Place sugar cube in old fashioned glass and saturate with bitters, add a dash of plain water. Muddle until dissolved.
Fill the glass with ice cubes and add whiskey.

Garnish with orange twist, and a cocktail cherry.",Yes,2016-11-04 09:46:42
13499,Oreo Mudslide,,Ordinary Drink,Alcoholic,Collins Glass,"Blend Vodka, Kahlua, Bailey's, ice-cream and the Oreo well in a blender. Pour into a large frosted glass. Garnish with whipped cream and a cherry.",No,2016-07-19 11:43:37
17266,Oatmeal Cookie,,Cocktail,Alcoholic,Mason jar,"Just mix it all together.
It's meant to be a shot, but it works just fine as a proper adult-sized drink over lots of ice.

Tastes like an oatmeal cookie.",No,2018-01-12 21:31:33
14586,Orange Push-up,,Ordinary Drink,Alcoholic,Hurricane glass,Combine liquors in a blender. Add a half scoop of ice and blend. Garnish with an orange and cherry flag. So good it will melt in your mouth!!!,No,2017-08-24 10:09:41
178341,Orange Rosemary Collins,Citrus,Cocktail,Alcoholic,Highball glass,Add the spirits to the bottom of the glass and top equally with the mixer drinks. Garnish with orange slices inside the glass as well as some rosemary on top.,No,
12748,Orange Scented Hot Chocolate,,Cocoa,Non alcoholic,Coffee mug,"Combine all ingredients in heavy medium saucepan. Stir over low heat until chocolate melts. Increase heat and bring just to a boil, stirring often. Remove from heat and whisk untily frothy. Return to heat and bring to boil again. Remove from heat, whisk until frothy. Repeat heating and whisking once again. Discard orange peel. (Can be prepared 2 hours ahead. Let stand at room temperature. Before serving, bring just to boil, remove from heat and whisk until frothy.) Pour hot chocolate into coffee mugs. Makes 2 servings.",No,2017-02-20 15:05:31
13200,Owen's Grandmother's Revenge,,Ordinary Drink,Alcoholic,Highball glass,Add ingredients and mix in blender.,No,2017-08-24 10:02:02
17253,Paloma,,Cocktail,Alcoholic,Collins glass,Stir together and serve over ice.,No,2017-12-19 17:59:53
17190,Paradise,IBA,Ordinary Drink,Alcoholic,Cocktail glass,Shake together over ice. Strain into cocktail glass and serve chilled.,No,2017-09-02 12:17:40
11936,Pink Gin,,Ordinary Drink,Alcoholic,White wine glass,"Pour the bitters into a wine glass. Swirl the glass to coat the inside with the bitters, shake out the excess. Pour the gin into the glass. Do not add ice.",No,2017-09-08 17:36:58
17249,Pegu Club,,Cocktail,Alcoholic,Cocktail glass,"Shake, strain, up, cocktail glass",No,2017-12-19 17:18:23
11938,Pink Lady,,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",No,2017-09-08 17:23:49
178354,Pink Moon,"Fresh, Summer, Colourful, Nature",Cocktail,Alcoholic,Whiskey Glass,"Slowly shake in a shaker with ice, strain into a square whiskey glass. Top with fresh ice. Add the blackberries to garnish. Add flowers and a green leaf for a special look!",No,
17829,Penicillin,,Cocktail,Alcoholic,Old-fashioned glass,"Shake blended Scotch, lemon juice, honey syrup and ginger syrup with ice. Strain over large ice in chilled rocks glass. Float smoky Scotch on top (be sure to use a smoky Scotch such as an Islay single malt). Garnish with candied ginger.",No,2018-03-24 00:58:16
13214,Pisco Sour,"IBA,NewEra",Cocktail,Alcoholic,Cocktail glass,"Vigorously shake and strain contents in a cocktail shaker with ice cubes, then pour into glass and garnish with bitters.
",No,2015-08-18 15:20:22
17192,Porto flip,"IBA,Classic",Ordinary Drink,Alcoholic,Cocktail glass,"Shake ingredients together in a mixer with ice. Strain into glass, garnish and serve.",No,2017-09-02 12:25:18
17207,Pina Colada,"IBA,ContemporaryClassic",Ordinary Drink,Alcoholic,Collins glass,"Mix with crushed ice in blender until smooth. Pour into chilled glass, garnish and serve.",Yes,2017-09-02 17:55:46
16992,Pink Penocha,,Punch / Party Drink,Alcoholic,Punch bowl,mix all ingredients into bowl keep iced stir frequently,No,2017-08-24 09:40:07
178338,Pure Passion,Passion,Cocktail,Alcoholic,Whiskey sour glass,Mix up all ingredients with a cocktail stirrer and serve with crushed ice with mint and edible flour if available.,No,
13072,Popped cherry,,Ordinary Drink,Alcoholic,Highball glass,Served over ice in a tall glass with a popped cherry (can add more popped cherries if in the mood)!,No,2016-09-08 15:27:05
11959,Poppy Cocktail,,Ordinary Drink,Alcoholic,Cocktail glass,"Shake ingredients with ice, strain into a cocktail glass, and serve.",No,2017-09-02 23:05:15
11965,Port Wine Flip,,Ordinary Drink,Alcoholic,Whiskey sour glass,Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,No,2015-09-06 16:37:24
17191,Planter's Punch,"IBA,Classic",Punch / Party Drink,Alcoholic,Collins glass,"Pour all ingredients, except the bitters, into shaker filled with ice. Shake well. Pour into large glass, filled with ice. Add Angostura bitters, ""on top"". Garnish with cocktail cherry and pineapple.",Yes,2017-09-02 12:23:04
178327,Pineapple Paloma,,Cocktail,Alcoholic,Collins glass,"Rub the rim of each glass with lime slice and dip into salt.
Add ice, tequila, grapefruit juice, lime juice and top with pineapple soda.
Give it a quick stir.
Garnish with fresh pineapple or lime.",Yes,
178357,Pornstar Martini,"Adult, Shot, Bubbly",Cocktail,Alcoholic,Cocktail glass,Straight: Pour all ingredients into mixing glass with ice cubes. Shake well. Strain in chilled martini cocktail glass. Cut passion fruit in half and use as garnish. Pour prosecco into a chilled shot glass and serve alongside the martini.,No,
178368,Planter’s Punch,,Cocktail,Alcoholic,Highball glass,Squeeze an orange and strain the juice. Put all the ingredients in a shaker filled with ice and shake for at least 12 seconds. Strain into a highball glass and decorate with a pineapple wedge or fruit of your choice.,No,
11961,Port And Starboard,,Ordinary Drink,Alcoholic,Pousse cafe glass,"Pour carefully into a pousse-cafe glass, so that creme de menthe floats on grenadine. Serve without mixing.",No,2015-09-06 16:38:31
11963,Port Wine Cocktail,,Ordinary Drink,Alcoholic,Cocktail glass,"Stir ingredients with ice, strain into a cocktail glass, and serve.",No,2015-09-06 16:39:36
15092,Pysch Vitamin Light,,Ordinary Drink,Non alcoholic,Collins Glass,Shake with ice.,No,2015-09-06 16:33:00
13535,Pink Panty Pulldowns,,Ordinary Drink,Alcoholic,Collins Glass,Shake well,No,2016-07-19 12:10:57
178323,Passion Fruit Martini,,Cocktail,Alcoholic,Cocktail glass,Pour all ingredients into a glass and stir. Garnish with half a passion fruit piece.,Yes,
12718,Pineapple Gingerale Smoothie,,Other / Unknown,Non alcoholic,Highball Glass,Throw everything into a blender and liquify.,No,2017-02-20 15:11:09
11993,Quentin,,Ordinary Drink,Alcoholic,Cocktail glass,"In a shaker half-filled with ice cubes, combine the rum, Kahlua, and cream. Shake well. Strain into a cocktail glass and garnish with the nutmeg.",No,2016-11-12 15:09:58
11987,Queen Bee,,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",No,2016-11-12 15:06:34
13198,Quick F**K,,Shot,Alcoholic,Shot glass,"In a shot glass add 1/3 Kahlua first. Then 1/3 Miduri, topping it off with a 1/3 bailey's irish cream",No,2016-11-12 15:10:54
15761,Quick-sand,,Ordinary Drink,Alcoholic,Highball glass,"Simply add the orange juice, quite a quick pour in order to mix the sambucca with the orange juice. The juice MUST have fruit pulp!",No,2016-11-12 15:12:13
11989,Queen Charlotte,,Ordinary Drink,Alcoholic,Collins glass,"Pour red wine and grenadine into a collins glass over ice cubes. Fill with lemon-lime soda, stir, and serve.",No,2016-11-12 15:07:29
11991,Queen Elizabeth,,Ordinary Drink,Alcoholic,Cocktail glass,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",No,2016-11-12 15:08:59
11983,Quaker's Cocktail,,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",No,2016-11-12 14:51:54
11985,Quarter Deck Cocktail,,Ordinary Drink,Alcoholic,Cocktail glass,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",No,2016-11-12 15:03:37
17208,Rose,"IBA,ContemporaryClassic",Ordinary Drink,Alcoholic,Cocktail glass,"Shake together in a cocktail shaker, then strain into chilled glass. Garnish and serve.",No,2017-09-02 17:57:42
16031,Radler,,Ordinary Drink,Alcoholic,Highball glass,"Pour beer into large mug, slowly add the 7-up (or Sprite).",No,2017-09-08 17:43:15
12093,Rum Sour,,Ordinary Drink,Alcoholic,Whiskey sour glass,"In a shaker half-filled with ice cubes, combine the rum, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.",No,2017-09-08 16:58:44
14978,Rum Punch,,Punch / Party Drink,Alcoholic,Punch bowl,Mix all ingredients in a punch bowl and serve.,No,2015-09-06 16:48:58
12097,Rum Toddy,,Ordinary Drink,Alcoholic,Old-fashioned glass,Dissolve powdered sugar in water in an old-fashioned glass. Add rum and one ice cube and stir. Add the twist of lemon peel and serve.,No,2017-09-08 16:58:06
12055,Royal Fizz,,Ordinary Drink,Alcoholic,Collins glass,Shake all ingredients (except cola) with ice and strain into a chilled collins glass. Fill with cola and serve.,No,2017-09-02 23:16:49
12071,Rum Cooler,,Ordinary Drink,Alcoholic,Collins glass,Pour the rum and soda into a collins glass almost filled with ice cubes. Stir well and garnish with the lemon wedge.,No,2017-09-08 17:37:54
16250,Rum Runner,,Punch / Party Drink,Alcoholic,Cocktail glass,Mix all ingredients in glass & add ice.,No,2017-09-08 17:40:57
12101,Rusty Nail,"IBA,Classic",Ordinary Drink,Alcoholic,Old-fashioned glass,Pour the Scotch and Drambuie into an old-fashioned glass almost filled with ice cubes. Stir well. Garnish with the lemon twist.,No,2016-11-04 09:49:42
14087,Red Snapper,,Shot,Alcoholic,Old-fashioned glass,"One shot each, shake n shoot",No,2017-09-06 23:02:23
17122,Royal Bitch,,Shot,Alcoholic,Shot glass,Into a shot glass layer the Crown Royal on top of the Frangelico.,No,2015-09-02 17:08:10
15082,Royal Flush,,Shot,Alcoholic,Old-fashioned glass,Pour all the ingredients into tumbler over ice. Strain into glass.,No,2017-09-08 17:35:27
12067,Rum Cobbler,,Ordinary Drink,Alcoholic,Old-fashioned glass,"In an old-fashioned glass, dissolve the sugar in the club soda. Add crushed ice until the glass is almost full. Add the rum. Stir well. Garnish with the cherry and the orange and lemon slices.",No,2017-09-02 23:18:03
17114,Ruby Tuesday,,Cocktail,Alcoholic,Highball glass,Pour gin and cranberry into a highball filled with ice cubes. Add grenadine and stir.,No,2015-09-06 16:30:37
12630,Rail Splitter,,Cocktail,Non alcoholic,Highball glass,Mix sugar syrup with lemon juice in a tall glass. Fill up with ginger ale.,No,2015-09-02 16:27:40
17245,Rosemary Blue,,Cocktail,Alcoholic,Balloon Glass,"1) Add the Bombay Sapphire, Blue Curacao, rosemary sprig and gently squeezed lemon wedge to a balloon glass. Swirl well to combine.
2) Fill with cubed ice and top with the Fever-Tree Light Tonic Water.
3) Gently fold with a bar spoon to mix.",No,2017-12-04 16:55:43
178367,Ramos Gin Fizz,,Cocktail,Alcoholic,Highball glass,"Prepare all the ingredients on the counter to be able to work well and quickly, especially the cream and egg white.

Pour all the ingredients into a shaker.

Shake vigorously for 1 minute: cream and egg white must be mixed perfectly, so don't rush.

Now open the shaker and put some ice and shake for 1-2 minutes. It depends on how long you can resist!

Pour into a highball glass, add a splash of soda and garnish to taste.

Ramos Gin Fizz was once drunk as an invigorating drink or even as a breakfast, try it as an aperitif and after dinner and you will discover a little gem now lost.",No,
12057,Royal Gin Fizz,,Ordinary Drink,Alcoholic,Highball glass,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",No,2017-09-06 23:07:52
12087,Rum Milk Punch,,Ordinary Drink,Alcoholic,Collins glass,Shake all ingredients (except nutmeg) with ice and strain into a collins glass. Sprinkle nutmeg on top and serve.,No,2017-09-08 17:40:10
178333,Raspberry Julep,,Cocktail,Alcoholic,Cordial glass,"Softly muddle the mint leaves and raspberry syrup in the bottom of the cup. Add crushed ice and Bourbon to the cup and then stir. Top with more ice, garnish with a mint sprig.",No,
12091,Rum Screwdriver,,Ordinary Drink,Alcoholic,Highball glass,"Pour rum into a highball glass over ice cubes. Add orange juice, stir, and serve.",No,2017-11-27 11:28:14
17167,Raspberry Cooler,,Other / Unknown,Alcoholic,Highball glass,Pour the raspberry vodka and soda into a highball glass almost filled with ice cubes. Stir well.,No,2015-09-03 05:25:46
12089,Rum Old-fashioned,,Ordinary Drink,Alcoholic,Old-fashioned glass,"Stir powdered sugar, water, and bitters in an old-fashioned glass. When sugar has dissolved add ice cubes and light rum. Add the twist of lime peel, float 151 proof rum on top, and serve.",No,2017-09-07 22:44:09
17214,Russian Spring Punch,"IBA,NewEra",Ordinary Drink,Alcoholic,Highball glass,"Pour the ingredients into an highball glass, top with Sparkling wine.",No,2017-09-02 18:31:28
16984,Radioactive Long Island Iced Tea,,Ordinary Drink,Alcoholic,Collins Glass,Pour all ingredients over ice in a very tall glass. Sip cautiously.,No,2017-08-24 09:31:52
17141,Smut,,Punch / Party Drink,Alcoholic,Beer mug,Throw it all together and serve real cold.,No,2017-09-02 16:23:32
17215,Spritz,,Ordinary Drink,Alcoholic,Old-Fashioned glass,"Build into glass over ice, garnish and serve.",No,2017-09-02 18:34:25
12130,Scooter,,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients well with cracked ice, strain into a cocktail glass, and serve.",No,2017-01-02 20:18:27
13020,Sangria,,Punch / Party Drink,Alcoholic,Pitcher,Mix all together in a pitcher and refrigerate. Add cloves and cinnamon sticks to taste. Serve in wine glasses.,No,2015-09-03 04:01:20
17193,Stinger,"IBA,Classic",Ordinary Drink,Alcoholic,Cocktail glass,"Pour in a mixing glass with ice, stir and strain into a cocktail glass. May also be served on rocks in a rocks glass.",No,2017-09-02 12:40:33
12127,Sazerac,"IBA,Classic",Ordinary Drink,Alcoholic,Old-fashioned glass,"Rinse a chilled old-fashioned glass with the absinthe, add crushed ice, and set it aside. Stir the remaining ingredients over ice and set it aside. Discard the ice and any excess absinthe from the prepared glass, and strain the drink into the glass. Add the lemon peel for garnish.",No,2015-08-18 15:13:28
12196,Sidecar,"IBA,Classic",Ordinary Drink,Alcoholic,Cocktail glass,Pour all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass.,Yes,2015-08-18 15:07:32
178349,Snowday,Winter,Cocktail,Alcoholic,Collins glass,Stir all ingredients with ice. Strain into a chilled rocks glass over fresh ice. Express orange peel over drink and garnish.,No,
178322,Spice 75,Christmas,Cocktail,Alcoholic,Wine Glass,"Gently warm 60g golden caster sugar in a pan with 30ml water and 1 tbsp allspice. Cook gently until the sugar has dissolved, then leave the mixture to cool. Strain through a sieve lined with a coffee filter (or a double layer of kitchen paper).

Pour 60ml of the spiced syrup into a cocktail shaker along with 200ml rum and 90ml lime juice. Shake with ice and strain between six flute glasses. Top up with 600ml champagne and garnish each with an orange twist.",No,
14195,Snowball,Christmas,Ordinary Drink,Alcoholic,Highball glass,Place one ice cube in the glass and add 1 1/2 oz of Advocaat. Fill up the glass with lemonade and decorate with a slice of lemon. Serve at once.,No,2017-09-06 23:03:36
16985,Shot-gun,,Shot,Alcoholic,Shot glass,Pour one part Jack Daneils and one part Jim Beam into shot glass then float Wild Turkey on top.,No,2017-08-24 09:33:03
12107,Salty Dog,,Ordinary Drink,Alcoholic,Highball glass,"Pour all ingredients over ice cubes in a highball glass. Stir well and serve. (Vodka may be substituted for gin, if preferred.)",No,2017-09-08 18:03:36
12308,Stone Sour,,Ordinary Drink,Alcoholic,Whiskey sour glass,"Shake all ingredients with ice, strain into a chilled whiskey sour glass, and serve.",No,2016-09-01 09:51:35
13377,Sea breeze,"IBA,ContemporaryClassic",Ordinary Drink,Alcoholic,Highball glass,Build all ingredients in a highball glass filled with ice. Garnish with lime wedge.,No,2017-09-02 17:59:22
12158,Scotch Sour,,Ordinary Drink,Alcoholic,Whiskey sour glass,"Shake scotch, juice of lime, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with 1/2 slice lemon, top with the cherry, and serve.",No,2017-09-08 18:07:16
16990,Sweet Tooth,,Shake,Alcoholic,Highball Glass,"Put 2 shots Godiva Liquour into a glass, add as much or as little milk as you would like.",No,2017-08-24 09:37:01
12162,Screwdriver,IBA,Ordinary Drink,Alcoholic,Highball glass,Mix in a highball glass with ice. Garnish and serve.,No,2017-09-02 12:36:47
12190,Sherry Flip,,Ordinary Drink,Alcoholic,Nick and Nora Glass,Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,No,2016-11-10 23:27:08
12256,Sol Y Sombra,,Ordinary Drink,Alcoholic,Brandy snifter,"Shake ingredients with ice, strain into a brandy snifter, and serve. (The English translation of the name of this drink is ""Sun and Shade"", and after sampling this drink, you'll understand why. Thanks, Kirby.)",No,2017-08-22 19:19:43
16273,Shark Attack,,Cocktail,Alcoholic,Pitcher,Mix lemonade and water according to instructions on back of can. If the instructions say to add 4 1/3 cans of water do so. Mix into pitcher. Add 1 1/2 cup of Vodka (Absolut). Mix well. Pour into glass of crushed ice. Excellent!,No,2017-09-07 15:07:37
15184,San Francisco,,Ordinary Drink,Alcoholic,Highball glass,"Take a tall glass and put in a few ice cubes, fill the vodka over it and fill with juice then the ""creme"", to end fill in the grenadine but very carefully at the side of the glass so it will lay down in the bottom. garnish with orange and strawberry.",No,2017-09-08 17:59:21
15226,Space Odyssey,,Ordinary Drink,Alcoholic,Highball glass,Fill glass with ice and add shots of Bacardi and Malibu. Add splash of pineapple juice and top with orange juice. Add grenadine for color and garnish with cherries.,No,2017-09-07 21:57:23
12188,Sherry Eggnog,,Ordinary Drink,Alcoholic,Collins glass,"Shake sherry, powdered sugar, and egg with ice and strain into a collins glass. Fill with milk and stir. Sprinkle nutmeg on top and serve.",No,2016-11-10 23:29:01
12724,Sweet Bananas,,Shake,Non alcoholic,Highball Glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",No,2017-02-20 15:09:05
13024,Sweet Sangria,,Punch / Party Drink,Alcoholic,Pitcher,"Dissolve the sugar in hot water and cool. Peel the citrus fruits and break into wedges. Mix the wine, sugar syrup, fruit, and Fresca in a pitcher and put in the fridge for a few hours. Serve in tall glasses with a straw.",No,2016-07-19 11:30:28
12388,Thriller,,Ordinary Drink,Alcoholic,Cocktail glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",No,2016-04-28 19:21:54
178350,The Galah,Dark,Cocktail,Alcoholic,Collins glass,Mix together the alcoholic portions and top with Pineapple and Lime juice.,No,
12856,Tia-Maria,,Homemade Liqueur,Alcoholic,Collins Glass,"Boil water, sugar and coffe for 10 mins and let cool. Add rum and vanilla. Put in clean bottle(s) and leave for 1 week before using.",No,2017-09-02 16:44:58
17828,Tipperary,,Cocktail,Alcoholic,Nick and Nora Glass,"Stir over ice. Strain into chilled glass. Cut a wide swath of orange peel, and express the orange oils over the drink. Discard orange twist.",No,2018-03-22 23:33:30
15006,Turkeyball,,Shot,Alcoholic,Shot glass,Shake with ice and strain into a shot glass.,No,2015-09-06 16:44:53
15639,Texas Sling,,Shake,Alcoholic,Wine Glass,"Blend with Ice until smooth. Serve in a tulip glass, top with whip cream.",No,2017-09-08 18:02:39
12782,Thai Coffee,,Coffee / Tea,Non alcoholic,Highball glass,"Place the coffee and spices in the filter cone of your coffee maker. Brew coffee as usual, let it cool. In a tall glass, dissolve 1 or 2 teaspoons of sugar in an ounce of the coffee (it's easier to dissolve than if you put it right over ice). Add 5-6 ice cubes and pour coffee to within about 1 inch of the top of the glass. Rest a spoon on top of the coffee and slowly pour whipping cream into the spoon. This will make the cream float on top of the coffee rather than dispersing into it right away.",No,2015-09-03 03:23:45
12402,Tom Collins,,Ordinary Drink,Alcoholic,Collins glass,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a collins glass alomst filled with ice cubes. Add the club soda. Stir and garnish with the cherry and the orange slice.",Yes,2015-08-18 15:21:22
12726,Tomato Tang,,Other / Unknown,Non alcoholic,Highball glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",No,2017-02-20 15:07:58
14860,Talos Coffee,,Coffee / Tea,Alcoholic,Brandy snifter,Add your GM and then add your coffee.,No,2015-09-03 03:15:18
15515,Tennesee Mud,,Coffee / Tea,Alcoholic,Coffee Mug,"Mix Coffee, Jack Daniels and Amaretto. Add Cream on top.",No,2015-09-03 03:02:50
12362,Tequila Fizz,,Ordinary Drink,Alcoholic,Collins glass,"Shake all ingredients (except ginger ale) with ice and strain into a collins glass over ice cubes. Fill with ginger ale, stir, and serve.",No,2017-09-08 17:53:57
12370,Tequila Sour,,Ordinary Drink,Alcoholic,Whiskey sour glass,"Shake tequila, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Add the half-slice of lemon, top with the cherry, and serve.",No,2017-09-07 22:43:21
12786,Thai Iced Tea,,Coffee / Tea,Non alcoholic,Highball glass,"Combine Thai tea (i.e., the powder), boiling water, and sweetened condensed milk, stir until blended. Pour into 2 tall glasses filled with ice cubes. Garnish with mint leaves. Makes 2 servings.",No,2015-09-03 02:59:28
17247,The Last Word,,Cocktail,Alcoholic,Cocktail glass,Shake with ice and strain into a cocktail glass.,No,2017-12-19 16:57:04
12418,Turf Cocktail,,Ordinary Drink,Alcoholic,Cocktail glass,Stir all ingredients (except orange peel) with ice and strain into a cocktail glass. Add the twist of orange peel and serve.,No,2015-09-06 16:46:07
17824,The Laverstoke,,Cocktail,Alcoholic,Balloon Glass,"1) Squeeze two lime wedges into a balloon glass then add the cordial, Bombay Sapphire and MARTINI Rosso Vermouth, swirl to mix.

2) Fully fill the glass with cubed ice and stir to chill.

3) Top with Fever-Tree Ginger Ale and gently stir again to combine.

4) Garnish with a snapped ginger slice and an awoken mint sprig.",No,2018-02-04 12:46:52
178307,Tequila Slammer,Drunk,Shot,Alcoholic,Hurricane glass,Mix carefully to avoid releasing the dissolved CO2.,No,
13621,Tequila Sunrise,"IBA,ContemporaryClassic",Cocktail,Alcoholic,Highball glass,"Pour the tequila and orange juice into glass over ice. Add the grenadine, which will sink to the bottom. Stir gently to create the sunrise effect. Garnish and serve.",No,2016-12-04 19:18:23
178330,The Philosopher,,Cocktail,Alcoholic,Margarita glass,"Add all the spirits in a shaker (best to use Hendricks gin) as well as the orange bitters and lemon juice. Strain into a Margarita glass, top with Prosecco.",Yes,
